CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,EQUIP,AVAIL,ACTIVATE,CASEWGT,PSUSTRAT,VERSION
7879,16,63,1-16-2017-063-04,4,2,2,0,8,975.91550235041800000000,5,2
7879,16,63,1-16-2017-063-04,4,2,3,0,8,975.91550235041800000000,5,2
7879,16,63,1-16-2017-063-04,4,2,13,0,8,975.91550235041800000000,5,2
7879,16,63,1-16-2017-063-04,4,2,14,0,8,975.91550235041800000000,5,2
7879,16,63,1-16-2017-063-04,4,2,15,0,8,975.91550235041800000000,5,2
7879,16,63,1-16-2017-063-04,4,2,16,0,8,975.91550235041800000000,5,2
7891,16,64,1-16-2017-064-04,4,1,2,0,8,975.91550235041800000000,5,2
7891,16,64,1-16-2017-064-04,4,1,3,0,8,975.91550235041800000000,5,2
7891,16,64,1-16-2017-064-04,4,1,13,0,8,975.91550235041800000000,5,2
7891,16,64,1-16-2017-064-04,4,1,14,0,8,975.91550235041800000000,5,2
7891,16,64,1-16-2017-064-04,4,1,15,0,8,975.91550235041800000000,5,2
7891,16,64,1-16-2017-064-04,4,1,16,0,8,975.91550235041800000000,5,2
7941,16,65,1-16-2017-065-02,2,1,2,1,2,86.48846061142220000000,5,2
7941,16,65,1-16-2017-065-02,2,1,3,0,8,86.48846061142220000000,5,2
7941,16,65,1-16-2017-065-02,2,1,13,0,8,86.48846061142220000000,5,2
7941,16,65,1-16-2017-065-02,2,1,14,0,8,86.48846061142220000000,5,2
7941,16,65,1-16-2017-065-02,2,1,15,0,8,86.48846061142220000000,5,2
7941,16,65,1-16-2017-065-02,2,1,16,0,8,86.48846061142220000000,5,2
7941,16,65,1-16-2017-065-02,2,2,2,0,8,86.48846061142220000000,5,2
7941,16,65,1-16-2017-065-02,2,2,3,0,8,86.48846061142220000000,5,2
7941,16,65,1-16-2017-065-02,2,2,13,0,8,86.48846061142220000000,5,2
7941,16,65,1-16-2017-065-02,2,2,14,0,8,86.48846061142220000000,5,2
7941,16,65,1-16-2017-065-02,2,2,15,0,8,86.48846061142220000000,5,2
7941,16,65,1-16-2017-065-02,2,2,16,0,8,86.48846061142220000000,5,2
8000,16,66,1-16-2017-066-06,6,2,2,0,8,554.32085735500400000000,5,2
8000,16,66,1-16-2017-066-06,6,2,3,0,8,554.32085735500400000000,5,2
8000,16,66,1-16-2017-066-06,6,2,13,0,8,554.32085735500400000000,5,2
8000,16,66,1-16-2017-066-06,6,2,14,0,8,554.32085735500400000000,5,2
8000,16,66,1-16-2017-066-06,6,2,15,0,8,554.32085735500400000000,5,2
8000,16,66,1-16-2017-066-06,6,2,16,0,8,554.32085735500400000000,5,2
8001,16,67,1-16-2017-067-05,5,1,2,0,8,48.70594665109840000000,5,2
8001,16,67,1-16-2017-067-05,5,1,3,0,8,48.70594665109840000000,5,2
8001,16,67,1-16-2017-067-05,5,1,13,0,8,48.70594665109840000000,5,2
8001,16,67,1-16-2017-067-05,5,1,14,0,8,48.70594665109840000000,5,2
8001,16,67,1-16-2017-067-05,5,1,15,0,8,48.70594665109840000000,5,2
8001,16,67,1-16-2017-067-05,5,1,16,0,8,48.70594665109840000000,5,2
8067,16,68,1-16-2017-068-06,6,1,2,0,8,1059.70250797157000000000,5,2
8067,16,68,1-16-2017-068-06,6,1,3,0,8,1059.70250797157000000000,5,2
8067,16,68,1-16-2017-068-06,6,1,13,0,8,1059.70250797157000000000,5,2
8067,16,68,1-16-2017-068-06,6,1,14,0,8,1059.70250797157000000000,5,2
8067,16,68,1-16-2017-068-06,6,1,15,0,8,1059.70250797157000000000,5,2
8067,16,68,1-16-2017-068-06,6,1,16,0,8,1059.70250797157000000000,5,2
8116,16,69,1-16-2017-069-08,8,1,2,0,8,455.56218219892500000000,5,2
8116,16,69,1-16-2017-069-08,8,1,3,0,8,455.56218219892500000000,5,2
8116,16,69,1-16-2017-069-08,8,1,13,0,8,455.56218219892500000000,5,2
8116,16,69,1-16-2017-069-08,8,1,14,0,8,455.56218219892500000000,5,2
8116,16,69,1-16-2017-069-08,8,1,15,0,8,455.56218219892500000000,5,2
8116,16,69,1-16-2017-069-08,8,1,16,0,8,455.56218219892500000000,5,2
8117,16,70,1-16-2017-070-06,6,3,2,0,8,1070.17056183628000000000,5,2
8117,16,70,1-16-2017-070-06,6,3,3,0,8,1070.17056183628000000000,5,2
8117,16,70,1-16-2017-070-06,6,3,13,0,8,1070.17056183628000000000,5,2
8117,16,70,1-16-2017-070-06,6,3,14,0,8,1070.17056183628000000000,5,2
8117,16,70,1-16-2017-070-06,6,3,15,0,8,1070.17056183628000000000,5,2
8117,16,70,1-16-2017-070-06,6,3,16,0,8,1070.17056183628000000000,5,2
8198,16,71,1-16-2017-071-06,6,2,2,0,8,2078.07642744592000000000,5,2
8198,16,71,1-16-2017-071-06,6,2,3,1,2,2078.07642744592000000000,5,2
8198,16,71,1-16-2017-071-06,6,2,13,0,8,2078.07642744592000000000,5,2
8198,16,71,1-16-2017-071-06,6,2,14,0,8,2078.07642744592000000000,5,2
8198,16,71,1-16-2017-071-06,6,2,15,0,8,2078.07642744592000000000,5,2
8198,16,71,1-16-2017-071-06,6,2,16,0,8,2078.07642744592000000000,5,2
8262,16,73,1-16-2017-073-04,4,1,2,0,8,1022.75343708077000000000,5,2
8262,16,73,1-16-2017-073-04,4,1,3,0,8,1022.75343708077000000000,5,2
8262,16,73,1-16-2017-073-04,4,1,13,0,8,1022.75343708077000000000,5,2
8262,16,73,1-16-2017-073-04,4,1,14,0,8,1022.75343708077000000000,5,2
8262,16,73,1-16-2017-073-04,4,1,15,0,8,1022.75343708077000000000,5,2
8262,16,73,1-16-2017-073-04,4,1,16,0,8,1022.75343708077000000000,5,2
8279,16,74,1-16-2017-074-04,4,2,2,0,8,1022.75343708077000000000,5,2
8279,16,74,1-16-2017-074-04,4,2,3,0,8,1022.75343708077000000000,5,2
8279,16,74,1-16-2017-074-04,4,2,13,0,8,1022.75343708077000000000,5,2
8279,16,74,1-16-2017-074-04,4,2,14,0,8,1022.75343708077000000000,5,2
8279,16,74,1-16-2017-074-04,4,2,15,0,8,1022.75343708077000000000,5,2
8279,16,74,1-16-2017-074-04,4,2,16,0,8,1022.75343708077000000000,5,2
8355,16,75,1-16-2017-075-04,4,1,2,0,8,3233.52587013727000000000,5,2
8355,16,75,1-16-2017-075-04,4,1,3,0,8,3233.52587013727000000000,5,2
8355,16,75,1-16-2017-075-04,4,1,13,0,8,3233.52587013727000000000,5,2
8355,16,75,1-16-2017-075-04,4,1,14,0,8,3233.52587013727000000000,5,2
8355,16,75,1-16-2017-075-04,4,1,15,0,8,3233.52587013727000000000,5,2
8355,16,75,1-16-2017-075-04,4,1,16,0,8,3233.52587013727000000000,5,2
8419,16,76,1-16-2017-076-04,4,1,2,0,8,1988.35356427731000000000,5,2
8419,16,76,1-16-2017-076-04,4,1,3,0,8,1988.35356427731000000000,5,2
8419,16,76,1-16-2017-076-04,4,1,13,0,8,1988.35356427731000000000,5,2
8419,16,76,1-16-2017-076-04,4,1,14,0,8,1988.35356427731000000000,5,2
8419,16,76,1-16-2017-076-04,4,1,15,0,8,1988.35356427731000000000,5,2
8419,16,76,1-16-2017-076-04,4,1,16,0,8,1988.35356427731000000000,5,2
8420,16,77,1-16-2017-077-03,3,2,2,1,9,591.83275996298000000000,5,2
8420,16,77,1-16-2017-077-03,3,2,3,1,9,591.83275996298000000000,5,2
8420,16,77,1-16-2017-077-03,3,2,13,0,8,591.83275996298000000000,5,2
8420,16,77,1-16-2017-077-03,3,2,14,9,8,591.83275996298000000000,5,2
8420,16,77,1-16-2017-077-03,3,2,15,9,8,591.83275996298000000000,5,2
8420,16,77,1-16-2017-077-03,3,2,16,9,8,591.83275996298000000000,5,2
8480,16,79,1-16-2017-079-04,4,1,2,0,8,1202.19615133779000000000,5,2
8480,16,79,1-16-2017-079-04,4,1,3,0,8,1202.19615133779000000000,5,2
8480,16,79,1-16-2017-079-04,4,1,13,0,8,1202.19615133779000000000,5,2
8480,16,79,1-16-2017-079-04,4,1,14,0,8,1202.19615133779000000000,5,2
8480,16,79,1-16-2017-079-04,4,1,15,0,8,1202.19615133779000000000,5,2
8480,16,79,1-16-2017-079-04,4,1,16,0,8,1202.19615133779000000000,5,2
8551,16,81,1-16-2017-081-03,3,1,2,0,8,526.78168572825000000000,5,2
8551,16,81,1-16-2017-081-03,3,1,3,0,8,526.78168572825000000000,5,2
8551,16,81,1-16-2017-081-03,3,1,13,0,8,526.78168572825000000000,5,2
8551,16,81,1-16-2017-081-03,3,1,14,0,8,526.78168572825000000000,5,2
8551,16,81,1-16-2017-081-03,3,1,15,0,8,526.78168572825000000000,5,2
8551,16,81,1-16-2017-081-03,3,1,16,0,8,526.78168572825000000000,5,2
8552,16,82,1-16-2017-082-04,4,1,2,0,8,1769.80443338983000000000,5,2
8552,16,82,1-16-2017-082-04,4,1,3,0,8,1769.80443338983000000000,5,2
8552,16,82,1-16-2017-082-04,4,1,13,0,8,1769.80443338983000000000,5,2
8552,16,82,1-16-2017-082-04,4,1,14,0,8,1769.80443338983000000000,5,2
8552,16,82,1-16-2017-082-04,4,1,15,0,8,1769.80443338983000000000,5,2
8552,16,82,1-16-2017-082-04,4,1,16,0,8,1769.80443338983000000000,5,2
8552,16,82,1-16-2017-082-04,4,2,2,9,8,1769.80443338983000000000,5,2
8552,16,82,1-16-2017-082-04,4,2,3,9,8,1769.80443338983000000000,5,2
8552,16,82,1-16-2017-082-04,4,2,13,9,8,1769.80443338983000000000,5,2
8552,16,82,1-16-2017-082-04,4,2,14,9,8,1769.80443338983000000000,5,2
8552,16,82,1-16-2017-082-04,4,2,15,9,8,1769.80443338983000000000,5,2
8552,16,82,1-16-2017-082-04,4,2,16,9,8,1769.80443338983000000000,5,2
8552,16,82,1-16-2017-082-04,4,3,2,9,8,1769.80443338983000000000,5,2
8552,16,82,1-16-2017-082-04,4,3,3,9,8,1769.80443338983000000000,5,2
8552,16,82,1-16-2017-082-04,4,3,13,9,8,1769.80443338983000000000,5,2
8552,16,82,1-16-2017-082-04,4,3,14,9,8,1769.80443338983000000000,5,2
8552,16,82,1-16-2017-082-04,4,3,15,9,8,1769.80443338983000000000,5,2
8552,16,82,1-16-2017-082-04,4,3,16,9,8,1769.80443338983000000000,5,2
8619,16,83,1-16-2017-083-05,5,2,2,0,8,56.92463203596180000000,5,2
8619,16,83,1-16-2017-083-05,5,2,3,0,8,56.92463203596180000000,5,2
8619,16,83,1-16-2017-083-05,5,2,13,0,8,56.92463203596180000000,5,2
8619,16,83,1-16-2017-083-05,5,2,14,0,8,56.92463203596180000000,5,2
8619,16,83,1-16-2017-083-05,5,2,15,0,8,56.92463203596180000000,5,2
8619,16,83,1-16-2017-083-05,5,2,16,0,8,56.92463203596180000000,5,2
8647,16,85,1-16-2017-085-02,2,2,2,0,8,24.48450823897450000000,5,2
8647,16,85,1-16-2017-085-02,2,2,3,0,8,24.48450823897450000000,5,2
8647,16,85,1-16-2017-085-02,2,2,13,0,8,24.48450823897450000000,5,2
8647,16,85,1-16-2017-085-02,2,2,14,0,8,24.48450823897450000000,5,2
8647,16,85,1-16-2017-085-02,2,2,15,0,8,24.48450823897450000000,5,2
8647,16,85,1-16-2017-085-02,2,2,16,0,8,24.48450823897450000000,5,2
8694,16,87,1-16-2017-087-02,2,1,2,0,8,47.92481203941460000000,5,2
8694,16,87,1-16-2017-087-02,2,1,3,0,8,47.92481203941460000000,5,2
8694,16,87,1-16-2017-087-02,2,1,13,0,8,47.92481203941460000000,5,2
8694,16,87,1-16-2017-087-02,2,1,14,0,8,47.92481203941460000000,5,2
8694,16,87,1-16-2017-087-02,2,1,15,0,8,47.92481203941460000000,5,2
8694,16,87,1-16-2017-087-02,2,1,16,0,8,47.92481203941460000000,5,2
8860,16,89,1-16-2017-089-04,4,2,2,0,8,1935.81901040284000000000,5,2
8860,16,89,1-16-2017-089-04,4,2,3,1,2,1935.81901040284000000000,5,2
8860,16,89,1-16-2017-089-04,4,2,13,0,8,1935.81901040284000000000,5,2
8860,16,89,1-16-2017-089-04,4,2,14,0,8,1935.81901040284000000000,5,2
8860,16,89,1-16-2017-089-04,4,2,15,0,8,1935.81901040284000000000,5,2
8860,16,89,1-16-2017-089-04,4,2,16,0,8,1935.81901040284000000000,5,2
8951,16,91,1-16-2017-091-02,2,1,2,0,8,28.38718458042420000000,5,2
8951,16,91,1-16-2017-091-02,2,1,3,0,8,28.38718458042420000000,5,2
8951,16,91,1-16-2017-091-02,2,1,13,0,8,28.38718458042420000000,5,2
8951,16,91,1-16-2017-091-02,2,1,14,0,8,28.38718458042420000000,5,2
8951,16,91,1-16-2017-091-02,2,1,15,0,8,28.38718458042420000000,5,2
8951,16,91,1-16-2017-091-02,2,1,16,0,8,28.38718458042420000000,5,2
8953,16,93,1-16-2017-093-03,3,1,2,1,9,387.27514087760900000000,5,2
8953,16,93,1-16-2017-093-03,3,1,3,0,8,387.27514087760900000000,5,2
8953,16,93,1-16-2017-093-03,3,1,13,0,8,387.27514087760900000000,5,2
8953,16,93,1-16-2017-093-03,3,1,14,0,8,387.27514087760900000000,5,2
8953,16,93,1-16-2017-093-03,3,1,15,0,8,387.27514087760900000000,5,2
8953,16,93,1-16-2017-093-03,3,1,16,0,8,387.27514087760900000000,5,2
8953,16,93,1-16-2017-093-03,3,2,2,0,8,387.27514087760900000000,5,2
8953,16,93,1-16-2017-093-03,3,2,3,0,8,387.27514087760900000000,5,2
8953,16,93,1-16-2017-093-03,3,2,13,0,8,387.27514087760900000000,5,2
8953,16,93,1-16-2017-093-03,3,2,14,0,8,387.27514087760900000000,5,2
8953,16,93,1-16-2017-093-03,3,2,15,0,8,387.27514087760900000000,5,2
8953,16,93,1-16-2017-093-03,3,2,16,0,8,387.27514087760900000000,5,2
8966,16,94,1-16-2017-094-06,6,1,2,0,8,751.12185592969200000000,5,2
8966,16,94,1-16-2017-094-06,6,1,3,0,8,751.12185592969200000000,5,2
8966,16,94,1-16-2017-094-06,6,1,13,0,8,751.12185592969200000000,5,2
8966,16,94,1-16-2017-094-06,6,1,14,0,8,751.12185592969200000000,5,2
8966,16,94,1-16-2017-094-06,6,1,15,0,8,751.12185592969200000000,5,2
8966,16,94,1-16-2017-094-06,6,1,16,0,8,751.12185592969200000000,5,2
6183,17,5,1-17-2017-005-04,4,1,2,0,8,214.93968731874500000000,4,2
6183,17,5,1-17-2017-005-04,4,1,3,0,8,214.93968731874500000000,4,2
6183,17,5,1-17-2017-005-04,4,1,13,0,8,214.93968731874500000000,4,2
6183,17,5,1-17-2017-005-04,4,1,14,0,8,214.93968731874500000000,4,2
6183,17,5,1-17-2017-005-04,4,1,15,0,8,214.93968731874500000000,4,2
6183,17,5,1-17-2017-005-04,4,1,16,0,8,214.93968731874500000000,4,2
6184,17,6,1-17-2017-006-04,4,1,2,1,9,214.93968732486500000000,4,2
6184,17,6,1-17-2017-006-04,4,1,3,0,8,214.93968732486500000000,4,2
6184,17,6,1-17-2017-006-04,4,1,13,0,8,214.93968732486500000000,4,2
6184,17,6,1-17-2017-006-04,4,1,14,0,8,214.93968732486500000000,4,2
6184,17,6,1-17-2017-006-04,4,1,15,0,8,214.93968732486500000000,4,2
6184,17,6,1-17-2017-006-04,4,1,16,0,8,214.93968732486500000000,4,2
6244,17,7,1-17-2017-007-06,6,2,2,1,2,260.45254408597600000000,4,2
6244,17,7,1-17-2017-007-06,6,2,3,0,8,260.45254408597600000000,4,2
6244,17,7,1-17-2017-007-06,6,2,13,0,8,260.45254408597600000000,4,2
6244,17,7,1-17-2017-007-06,6,2,14,0,8,260.45254408597600000000,4,2
6244,17,7,1-17-2017-007-06,6,2,15,0,8,260.45254408597600000000,4,2
6244,17,7,1-17-2017-007-06,6,2,16,0,8,260.45254408597600000000,4,2
6245,17,8,1-17-2017-008-03,3,2,2,0,8,134.28819158768900000000,4,2
6245,17,8,1-17-2017-008-03,3,2,3,0,8,134.28819158768900000000,4,2
6245,17,8,1-17-2017-008-03,3,2,13,0,8,134.28819158768900000000,4,2
6245,17,8,1-17-2017-008-03,3,2,14,0,8,134.28819158768900000000,4,2
6245,17,8,1-17-2017-008-03,3,2,15,0,8,134.28819158768900000000,4,2
6245,17,8,1-17-2017-008-03,3,2,16,0,8,134.28819158768900000000,4,2
6246,17,9,1-17-2017-009-03,3,2,2,1,2,134.28819158874300000000,4,2
6246,17,9,1-17-2017-009-03,3,2,3,0,8,134.28819158874300000000,4,2
6246,17,9,1-17-2017-009-03,3,2,13,0,8,134.28819158874300000000,4,2
6246,17,9,1-17-2017-009-03,3,2,14,0,8,134.28819158874300000000,4,2
6246,17,9,1-17-2017-009-03,3,2,15,0,8,134.28819158874300000000,4,2
6246,17,9,1-17-2017-009-03,3,2,16,0,8,134.28819158874300000000,4,2
6247,17,10,1-17-2017-010-07,7,1,2,0,8,530.29557908337700000000,4,2
6247,17,10,1-17-2017-010-07,7,1,3,0,8,530.29557908337700000000,4,2
6247,17,10,1-17-2017-010-07,7,1,13,0,8,530.29557908337700000000,4,2
6247,17,10,1-17-2017-010-07,7,1,14,0,8,530.29557908337700000000,4,2
6247,17,10,1-17-2017-010-07,7,1,15,0,8,530.29557908337700000000,4,2
6247,17,10,1-17-2017-010-07,7,1,16,0,8,530.29557908337700000000,4,2
6317,17,11,1-17-2017-011-07,7,1,2,1,2,1987.12586336849000000000,4,2
6317,17,11,1-17-2017-011-07,7,1,3,0,8,1987.12586336849000000000,4,2
6317,17,11,1-17-2017-011-07,7,1,13,0,8,1987.12586336849000000000,4,2
6317,17,11,1-17-2017-011-07,7,1,14,0,8,1987.12586336849000000000,4,2
6317,17,11,1-17-2017-011-07,7,1,15,0,8,1987.12586336849000000000,4,2
6317,17,11,1-17-2017-011-07,7,1,16,0,8,1987.12586336849000000000,4,2
6403,17,13,1-17-2017-013-03,3,1,2,1,2,612.63153371033600000000,4,2
6403,17,13,1-17-2017-013-03,3,1,3,0,8,612.63153371033600000000,4,2
6403,17,13,1-17-2017-013-03,3,1,13,0,8,612.63153371033600000000,4,2
6403,17,13,1-17-2017-013-03,3,1,14,0,8,612.63153371033600000000,4,2
6403,17,13,1-17-2017-013-03,3,1,15,0,8,612.63153371033600000000,4,2
6403,17,13,1-17-2017-013-03,3,1,16,0,8,612.63153371033600000000,4,2
6441,17,14,1-17-2017-014-04,4,2,2,1,9,2564.73694398389000000000,4,2
6441,17,14,1-17-2017-014-04,4,2,3,0,8,2564.73694398389000000000,4,2
6441,17,14,1-17-2017-014-04,4,2,13,0,8,2564.73694398389000000000,4,2
6441,17,14,1-17-2017-014-04,4,2,14,0,8,2564.73694398389000000000,4,2
6441,17,14,1-17-2017-014-04,4,2,15,0,8,2564.73694398389000000000,4,2
6441,17,14,1-17-2017-014-04,4,2,16,0,8,2564.73694398389000000000,4,2
6492,17,15,1-17-2017-015-04,4,1,2,1,2,2396.01535024564000000000,4,2
6492,17,15,1-17-2017-015-04,4,1,3,0,8,2396.01535024564000000000,4,2
6492,17,15,1-17-2017-015-04,4,1,13,0,8,2396.01535024564000000000,4,2
6492,17,15,1-17-2017-015-04,4,1,14,0,8,2396.01535024564000000000,4,2
6492,17,15,1-17-2017-015-04,4,1,15,0,8,2396.01535024564000000000,4,2
6492,17,15,1-17-2017-015-04,4,1,16,0,8,2396.01535024564000000000,4,2
6492,17,15,1-17-2017-015-04,4,2,2,1,2,2396.01535024564000000000,4,2
6492,17,15,1-17-2017-015-04,4,2,3,0,8,2396.01535024564000000000,4,2
6492,17,15,1-17-2017-015-04,4,2,13,0,8,2396.01535024564000000000,4,2
6492,17,15,1-17-2017-015-04,4,2,14,0,8,2396.01535024564000000000,4,2
6492,17,15,1-17-2017-015-04,4,2,15,0,8,2396.01535024564000000000,4,2
6492,17,15,1-17-2017-015-04,4,2,16,0,8,2396.01535024564000000000,4,2
6492,17,15,1-17-2017-015-04,4,3,2,0,8,2396.01535024564000000000,4,2
6492,17,15,1-17-2017-015-04,4,3,3,0,8,2396.01535024564000000000,4,2
6492,17,15,1-17-2017-015-04,4,3,13,0,8,2396.01535024564000000000,4,2
6492,17,15,1-17-2017-015-04,4,3,14,0,8,2396.01535024564000000000,4,2
6492,17,15,1-17-2017-015-04,4,3,15,0,8,2396.01535024564000000000,4,2
6492,17,15,1-17-2017-015-04,4,3,16,0,8,2396.01535024564000000000,4,2
6588,17,17,1-17-2017-017-03,3,1,2,1,9,385.21860264709200000000,4,2
6588,17,17,1-17-2017-017-03,3,1,3,0,8,385.21860264709200000000,4,2
6588,17,17,1-17-2017-017-03,3,1,13,0,8,385.21860264709200000000,4,2
6588,17,17,1-17-2017-017-03,3,1,14,0,8,385.21860264709200000000,4,2
6588,17,17,1-17-2017-017-03,3,1,15,0,8,385.21860264709200000000,4,2
6588,17,17,1-17-2017-017-03,3,1,16,0,8,385.21860264709200000000,4,2
6673,17,19,1-17-2017-019-03,3,2,2,1,2,854.41696807267400000000,4,2
6673,17,19,1-17-2017-019-03,3,2,3,0,8,854.41696807267400000000,4,2
6673,17,19,1-17-2017-019-03,3,2,13,0,8,854.41696807267400000000,4,2
6673,17,19,1-17-2017-019-03,3,2,14,0,8,854.41696807267400000000,4,2
6673,17,19,1-17-2017-019-03,3,2,15,0,8,854.41696807267400000000,4,2
6673,17,19,1-17-2017-019-03,3,2,16,0,8,854.41696807267400000000,4,2
6870,17,24,1-17-2017-024-04,4,1,2,1,3,4191.22488111450000000000,4,2
6870,17,24,1-17-2017-024-04,4,1,3,0,8,4191.22488111450000000000,4,2
6870,17,24,1-17-2017-024-04,4,1,13,0,8,4191.22488111450000000000,4,2
6870,17,24,1-17-2017-024-04,4,1,14,0,8,4191.22488111450000000000,4,2
6870,17,24,1-17-2017-024-04,4,1,15,0,8,4191.22488111450000000000,4,2
6870,17,24,1-17-2017-024-04,4,1,16,0,8,4191.22488111450000000000,4,2
6905,17,25,1-17-2017-025-06,6,1,2,1,2,637.72365789726100000000,4,2
6905,17,25,1-17-2017-025-06,6,1,3,0,8,637.72365789726100000000,4,2
6905,17,25,1-17-2017-025-06,6,1,13,0,8,637.72365789726100000000,4,2
6905,17,25,1-17-2017-025-06,6,1,14,0,8,637.72365789726100000000,4,2
6905,17,25,1-17-2017-025-06,6,1,15,0,8,637.72365789726100000000,4,2
6905,17,25,1-17-2017-025-06,6,1,16,0,8,637.72365789726100000000,4,2
6954,17,26,1-17-2017-026-02,2,1,2,1,9,245.24541505623200000000,4,2
6954,17,26,1-17-2017-026-02,2,1,3,0,8,245.24541505623200000000,4,2
6954,17,26,1-17-2017-026-02,2,1,13,0,8,245.24541505623200000000,4,2
6954,17,26,1-17-2017-026-02,2,1,14,0,8,245.24541505623200000000,4,2
6954,17,26,1-17-2017-026-02,2,1,15,0,8,245.24541505623200000000,4,2
6954,17,26,1-17-2017-026-02,2,1,16,0,8,245.24541505623200000000,4,2
6954,17,26,1-17-2017-026-02,2,2,2,1,9,245.24541505623200000000,4,2
6954,17,26,1-17-2017-026-02,2,2,3,0,8,245.24541505623200000000,4,2
6954,17,26,1-17-2017-026-02,2,2,13,0,8,245.24541505623200000000,4,2
6954,17,26,1-17-2017-026-02,2,2,14,0,8,245.24541505623200000000,4,2
6954,17,26,1-17-2017-026-02,2,2,15,0,8,245.24541505623200000000,4,2
6954,17,26,1-17-2017-026-02,2,2,16,0,8,245.24541505623200000000,4,2
7018,17,29,1-17-2017-029-03,3,1,2,1,9,556.30488602118700000000,4,2
7018,17,29,1-17-2017-029-03,3,1,3,1,2,556.30488602118700000000,4,2
7018,17,29,1-17-2017-029-03,3,1,13,0,8,556.30488602118700000000,4,2
7018,17,29,1-17-2017-029-03,3,1,14,0,8,556.30488602118700000000,4,2
7018,17,29,1-17-2017-029-03,3,1,15,0,8,556.30488602118700000000,4,2
7018,17,29,1-17-2017-029-03,3,1,16,0,8,556.30488602118700000000,4,2
7065,17,30,1-17-2017-030-07,7,1,2,0,8,1778.88196036324000000000,4,2
7065,17,30,1-17-2017-030-07,7,1,3,0,8,1778.88196036324000000000,4,2
7065,17,30,1-17-2017-030-07,7,1,13,0,8,1778.88196036324000000000,4,2
7065,17,30,1-17-2017-030-07,7,1,14,0,8,1778.88196036324000000000,4,2
7065,17,30,1-17-2017-030-07,7,1,15,0,8,1778.88196036324000000000,4,2
7065,17,30,1-17-2017-030-07,7,1,16,0,8,1778.88196036324000000000,4,2
7066,17,31,1-17-2017-031-02,2,1,2,1,9,67.58279126353610000000,4,2
7066,17,31,1-17-2017-031-02,2,1,3,1,2,67.58279126353610000000,4,2
7066,17,31,1-17-2017-031-02,2,1,13,0,8,67.58279126353610000000,4,2
7066,17,31,1-17-2017-031-02,2,1,14,1,9,67.58279126353610000000,4,2
7066,17,31,1-17-2017-031-02,2,1,15,0,8,67.58279126353610000000,4,2
7066,17,31,1-17-2017-031-02,2,1,16,1,2,67.58279126353610000000,4,2
7066,17,31,1-17-2017-031-02,2,2,2,0,8,67.58279126353610000000,4,2
7066,17,31,1-17-2017-031-02,2,2,3,0,8,67.58279126353610000000,4,2
7066,17,31,1-17-2017-031-02,2,2,13,0,8,67.58279126353610000000,4,2
7066,17,31,1-17-2017-031-02,2,2,14,0,8,67.58279126353610000000,4,2
7066,17,31,1-17-2017-031-02,2,2,15,0,8,67.58279126353610000000,4,2
7066,17,31,1-17-2017-031-02,2,2,16,0,8,67.58279126353610000000,4,2
7121,17,33,1-17-2017-033-07,7,1,2,0,8,2501.79702288383000000000,4,2
7121,17,33,1-17-2017-033-07,7,1,3,0,8,2501.79702288383000000000,4,2
7121,17,33,1-17-2017-033-07,7,1,13,0,8,2501.79702288383000000000,4,2
7121,17,33,1-17-2017-033-07,7,1,14,0,8,2501.79702288383000000000,4,2
7121,17,33,1-17-2017-033-07,7,1,15,0,8,2501.79702288383000000000,4,2
7121,17,33,1-17-2017-033-07,7,1,16,0,8,2501.79702288383000000000,4,2
7170,17,35,1-17-2017-035-07,7,2,2,0,8,884.59665778365500000000,4,2
7170,17,35,1-17-2017-035-07,7,2,3,0,8,884.59665778365500000000,4,2
7170,17,35,1-17-2017-035-07,7,2,13,0,8,884.59665778365500000000,4,2
7170,17,35,1-17-2017-035-07,7,2,14,0,8,884.59665778365500000000,4,2
7170,17,35,1-17-2017-035-07,7,2,15,0,8,884.59665778365500000000,4,2
7170,17,35,1-17-2017-035-07,7,2,16,0,8,884.59665778365500000000,4,2
7257,17,37,1-17-2017-037-07,7,2,2,0,8,394.88797396164200000000,4,2
7257,17,37,1-17-2017-037-07,7,2,3,0,8,394.88797396164200000000,4,2
7257,17,37,1-17-2017-037-07,7,2,13,0,8,394.88797396164200000000,4,2
7257,17,37,1-17-2017-037-07,7,2,14,0,8,394.88797396164200000000,4,2
7257,17,37,1-17-2017-037-07,7,2,15,0,8,394.88797396164200000000,4,2
7257,17,37,1-17-2017-037-07,7,2,16,0,8,394.88797396164200000000,4,2
7258,17,38,1-17-2017-038-04,4,1,2,1,2,350.95667965408700000000,4,2
7258,17,38,1-17-2017-038-04,4,1,3,0,8,350.95667965408700000000,4,2
7258,17,38,1-17-2017-038-04,4,1,13,0,8,350.95667965408700000000,4,2
7258,17,38,1-17-2017-038-04,4,1,14,0,8,350.95667965408700000000,4,2
7258,17,38,1-17-2017-038-04,4,1,15,0,8,350.95667965408700000000,4,2
7258,17,38,1-17-2017-038-04,4,1,16,0,8,350.95667965408700000000,4,2
7371,17,43,1-17-2017-043-07,7,1,2,0,8,323.24001443068500000000,4,2
7371,17,43,1-17-2017-043-07,7,1,3,0,8,323.24001443068500000000,4,2
7371,17,43,1-17-2017-043-07,7,1,13,0,8,323.24001443068500000000,4,2
7371,17,43,1-17-2017-043-07,7,1,14,0,8,323.24001443068500000000,4,2
