CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,SEATLOC,SEATTYPE,ORIENTATION,TRACK,PERFORMANCE,INTRESTRAINT,HEADRESTYPE,HEADRESTDAM,HEADRESTACT,ROLLPROTECTION,BELTAVAILINSP,BELTUSEINSP,BELTMALFUNCTIONINSP,BELTANCHORINSP,BELTPRETENSIONINSP,BELTPOSDEVPRESINSP,BELTGUIDEINSP,SEATROW,LOCATION,CASEWGT,PSUSTRAT,VERSION
7802,15,63,1-15-2017-063-03,3,1,11,99,9,9,99,9,99,9,9,1,9,99,9,9,9,9,0,1,1,134.92024387811600000000,1,2
7802,15,63,1-15-2017-063-03,3,1,13,,,,,,,,,,,,,,,,,1,3,134.92024387811600000000,1,2
7802,15,63,1-15-2017-063-03,3,1,21,,,,,,,,,,,,,,,,,2,1,134.92024387811600000000,1,2
7802,15,63,1-15-2017-063-03,3,1,23,,,,,,,,,,,,,,,,,2,3,134.92024387811600000000,1,2
7861,15,64,1-15-2017-064-08,8,1,11,99,9,9,99,9,99,9,9,1,,,,,,,,1,1,429.36661046551200000000,1,2
7861,15,64,1-15-2017-064-08,8,1,13,99,9,9,99,9,99,9,9,1,,,,,,,,1,3,429.36661046551200000000,1,2
7861,15,64,1-15-2017-064-08,8,1,21,99,9,9,99,9,99,9,9,1,,,,,,,,2,1,429.36661046551200000000,1,2
7861,15,64,1-15-2017-064-08,8,1,22,99,9,9,99,9,99,9,9,1,,,,,,,,2,2,429.36661046551200000000,1,2
7861,15,64,1-15-2017-064-08,8,1,23,99,9,9,99,9,99,9,9,1,,,,,,,,2,3,429.36661046551200000000,1,2
7861,15,64,1-15-2017-064-08,8,1,32,99,9,9,99,9,99,9,9,1,,,,,,,,3,2,429.36661046551200000000,1,2
7862,15,65,1-15-2017-065-02,2,1,11,1,1,4,1,1,3,2,1,1,4,4,1,2,2,0,0,1,1,40.53089709566960000000,1,2
7862,15,65,1-15-2017-065-02,2,1,13,,,,,,,,,,,,,,,,,1,3,40.53089709566960000000,1,2
7862,15,65,1-15-2017-065-02,2,1,21,,,,,,,,,,,,,,,,,2,1,40.53089709566960000000,1,2
7862,15,65,1-15-2017-065-02,2,1,22,,,,,,,,,,,,,,,,,2,2,40.53089709566960000000,1,2
7862,15,65,1-15-2017-065-02,2,1,23,,,,,,,,,,,,,,,,,2,3,40.53089709566960000000,1,2
7862,15,65,1-15-2017-065-02,2,2,11,99,9,9,99,9,99,9,9,1,,,,,,,,1,1,40.53089709566960000000,1,2
7909,15,67,1-15-2017-067-02,2,1,11,1,1,5,1,1,3,2,1,1,4,4,1,3,2,0,0,1,1,24.28664758738630000000,1,2
7909,15,67,1-15-2017-067-02,2,1,13,,,,,,,,,,,,,,,,,1,3,24.28664758738630000000,1,2
7909,15,67,1-15-2017-067-02,2,1,21,,,,,,,,,,,,,,,,,2,1,24.28664758738630000000,1,2
7909,15,67,1-15-2017-067-02,2,1,22,,,,,,,,,,,,,,,,,2,2,24.28664758738630000000,1,2
7909,15,67,1-15-2017-067-02,2,1,23,,,,,,,,,,,,,,,,,2,3,24.28664758738630000000,1,2
7909,15,67,1-15-2017-067-02,2,2,11,1,1,5,1,1,3,2,1,1,4,4,1,2,2,0,0,1,1,24.28664758738630000000,1,2
7909,15,67,1-15-2017-067-02,2,2,13,,,,,,,,,,,,,,,,,1,3,24.28664758738630000000,1,2
7909,15,67,1-15-2017-067-02,2,2,21,,,,,,,,,,,,,,,,,2,1,24.28664758738630000000,1,2
7909,15,67,1-15-2017-067-02,2,2,22,,,,,,,,,,,,,,,,,2,2,24.28664758738630000000,1,2
7909,15,67,1-15-2017-067-02,2,2,23,,,,,,,,,,,,,,,,,2,3,24.28664758738630000000,1,2
7910,15,68,1-15-2017-068-03,3,1,11,99,9,9,99,9,3,9,9,1,9,99,9,9,9,9,0,1,1,311.61917997116500000000,1,2
7910,15,68,1-15-2017-068-03,3,1,13,,,,,,,,,,,,,,,,,1,3,311.61917997116500000000,1,2
7910,15,68,1-15-2017-068-03,3,1,21,,,,,,,,,,,,,,,,,2,1,311.61917997116500000000,1,2
7910,15,68,1-15-2017-068-03,3,1,22,,,,,,,,,,,,,,,,,2,2,311.61917997116500000000,1,2
7910,15,68,1-15-2017-068-03,3,1,23,,,,,,,,,,,,,,,,,2,3,311.61917997116500000000,1,2
7910,15,68,1-15-2017-068-03,3,2,11,1,1,6,1,1,3,2,1,1,4,4,1,2,2,0,0,1,1,311.61917997116500000000,1,2
7910,15,68,1-15-2017-068-03,3,2,13,,,,,,,,,,,,,,,,,1,3,311.61917997116500000000,1,2
7910,15,68,1-15-2017-068-03,3,2,21,,,,,,,,,,,,,,,,,2,1,311.61917997116500000000,1,2
7910,15,68,1-15-2017-068-03,3,2,22,,,,,,,,,,,,,,,,,2,2,311.61917997116500000000,1,2
7910,15,68,1-15-2017-068-03,3,2,23,,,,,,,,,,,,,,,,,2,3,311.61917997116500000000,1,2
7918,15,69,1-15-2017-069-02,2,1,11,99,9,9,99,9,99,9,9,1,,,,,,,,1,1,24.28664758738630000000,1,2
7918,15,69,1-15-2017-069-02,2,1,13,99,9,9,99,9,99,9,9,1,,,,,,,,1,3,24.28664758738630000000,1,2
7918,15,69,1-15-2017-069-02,2,1,23,99,9,9,99,9,99,9,9,1,,,,,,,,2,3,24.28664758738630000000,1,2
7969,15,70,1-15-2017-070-03,3,1,11,1,1,6,1,1,3,2,1,1,4,0,1,2,2,0,0,1,1,270.28161021164900000000,1,2
7969,15,70,1-15-2017-070-03,3,1,13,,,,,,,,,,,,,,,,,1,3,270.28161021164900000000,1,2
7969,15,70,1-15-2017-070-03,3,1,21,,,,,,,,,,,,,,,,,2,1,270.28161021164900000000,1,2
7969,15,70,1-15-2017-070-03,3,1,22,,,,,,,,,,,,,,,,,2,2,270.28161021164900000000,1,2
7969,15,70,1-15-2017-070-03,3,1,23,,,,,,,,,,,,,,,,,2,3,270.28161021164900000000,1,2
7969,15,70,1-15-2017-070-03,3,2,11,99,9,9,99,1,99,9,9,1,,,,,,,,1,1,270.28161021164900000000,1,2
7969,15,70,1-15-2017-070-03,3,2,13,99,9,9,99,1,99,9,9,1,,,,,,,,1,3,270.28161021164900000000,1,2
7970,15,71,1-15-2017-071-09,9,1,11,99,9,9,99,9,99,9,9,1,,,,,,,,1,1,1559.35401868943000000000,1,2
7970,15,71,1-15-2017-071-09,9,2,11,1,1,5,1,1,3,2,1,1,4,4,1,2,1,0,0,1,1,1559.35401868943000000000,1,2
7970,15,71,1-15-2017-071-09,9,2,13,,,,,,,,,,,,,,,,,1,3,1559.35401868943000000000,1,2
7970,15,71,1-15-2017-071-09,9,2,21,,,,,,,,,,,,,,,,,2,1,1559.35401868943000000000,1,2
7970,15,71,1-15-2017-071-09,9,2,22,,,,,,,,,,,,,,,,,2,2,1559.35401868943000000000,1,2
7970,15,71,1-15-2017-071-09,9,2,23,,,,,,,,,,,,,,,,,2,3,1559.35401868943000000000,1,2
8020,15,73,1-15-2017-073-02,2,1,11,1,1,3,1,1,3,2,1,1,4,4,1,4,2,0,0,1,1,48.06609229038210000000,1,2
8020,15,73,1-15-2017-073-02,2,1,13,1,1,3,6,1,3,2,1,1,4,4,1,4,2,0,0,1,3,48.06609229038210000000,1,2
8020,15,73,1-15-2017-073-02,2,1,21,,,,,,,,,,,,,,,,,2,1,48.06609229038210000000,1,2
8020,15,73,1-15-2017-073-02,2,1,22,,,,,,,,,,,,,,,,,2,2,48.06609229038210000000,1,2
8020,15,73,1-15-2017-073-02,2,1,23,5,1,1,1,2,2,2,1,1,4,0,1,0,2,1,1,2,3,48.06609229038210000000,1,2
8020,15,73,1-15-2017-073-02,2,2,11,1,1,6,1,1,3,2,1,1,4,99,1,4,1,0,0,1,1,48.06609229038210000000,1,2
8020,15,73,1-15-2017-073-02,2,2,13,1,1,3,1,1,3,2,1,1,4,99,1,4,1,0,0,1,3,48.06609229038210000000,1,2
8020,15,73,1-15-2017-073-02,2,2,21,,,,,,,,,,,,,,,,,2,1,48.06609229038210000000,1,2
8020,15,73,1-15-2017-073-02,2,2,22,,,,,,,,,,,,,,,,,2,2,48.06609229038210000000,1,2
8020,15,73,1-15-2017-073-02,2,2,23,,,,,,,,,,,,,,,,,2,3,48.06609229038210000000,1,2
8090,15,74,1-15-2017-074-02,2,1,11,1,1,4,1,1,3,2,2,1,4,99,9,4,1,0,0,1,1,29.18786813971540000000,1,2
8090,15,74,1-15-2017-074-02,2,1,13,,,,,,,,,,,,,,,,,1,3,29.18786813971540000000,1,2
8090,15,74,1-15-2017-074-02,2,1,21,,,,,,,,,,,,,,,,,2,1,29.18786813971540000000,1,2
8090,15,74,1-15-2017-074-02,2,1,22,,,,,,,,,,,,,,,,,2,2,29.18786813971540000000,1,2
8090,15,74,1-15-2017-074-02,2,1,23,,,,,,,,,,,,,,,,,2,3,29.18786813971540000000,1,2
8090,15,74,1-15-2017-074-02,2,2,11,99,9,9,99,9,99,9,9,1,,,,,,,,1,1,29.18786813971540000000,1,2
8090,15,74,1-15-2017-074-02,2,2,13,99,9,9,99,9,99,9,9,1,,,,,,,,1,3,29.18786813971540000000,1,2
8093,15,76,1-15-2017-076-05,5,2,11,1,1,9,1,1,3,2,1,1,9,99,9,9,9,9,0,1,1,63.82201802135370000000,1,2
8093,15,76,1-15-2017-076-05,5,2,13,1,1,9,1,1,3,2,1,1,9,99,9,9,9,9,0,1,3,63.82201802135370000000,1,2
8093,15,76,1-15-2017-076-05,5,2,21,99,9,9,99,9,99,9,9,1,9,99,9,9,9,9,0,2,1,63.82201802135370000000,1,2
8093,15,76,1-15-2017-076-05,5,2,22,,,,,,,,,,,,,,,,,2,2,63.82201802135370000000,1,2
8093,15,76,1-15-2017-076-05,5,2,23,99,9,9,99,9,99,9,9,1,9,99,9,9,9,9,0,2,3,63.82201802135370000000,1,2
8178,15,80,1-15-2017-080-03,3,1,11,99,9,9,99,9,99,9,9,1,,,,,,,,1,1,118.95607927728000000000,1,2
8178,15,80,1-15-2017-080-03,3,2,11,1,1,6,1,1,3,2,1,1,4,4,1,2,2,0,0,1,1,118.95607927728000000000,1,2
8178,15,80,1-15-2017-080-03,3,2,13,,,,,,,,,,,,,,,,,1,3,118.95607927728000000000,1,2
8178,15,80,1-15-2017-080-03,3,2,21,,,,,,,,,,,,,,,,,2,1,118.95607927728000000000,1,2
8178,15,80,1-15-2017-080-03,3,2,22,,,,,,,,,,,,,,,,,2,2,118.95607927728000000000,1,2
8178,15,80,1-15-2017-080-03,3,2,23,,,,,,,,,,,,,,,,,2,3,118.95607927728000000000,1,2
8179,15,81,1-15-2017-081-02,2,1,11,1,1,4,1,1,3,2,1,1,4,4,0,4,2,0,0,1,1,11.53676591472070000000,1,2
8179,15,81,1-15-2017-081-02,2,1,13,,,,,,,,,,,,,,,,,1,3,11.53676591472070000000,1,2
8179,15,81,1-15-2017-081-02,2,1,21,,,,,,,,,,,,,,,,,2,1,11.53676591472070000000,1,2
8179,15,81,1-15-2017-081-02,2,1,22,,,,,,,,,,,,,,,,,2,2,11.53676591472070000000,1,2
8179,15,81,1-15-2017-081-02,2,1,23,,,,,,,,,,,,,,,,,2,3,11.53676591472070000000,1,2
8179,15,81,1-15-2017-081-02,2,2,11,1,1,5,1,1,3,2,1,1,4,4,1,4,2,0,0,1,1,11.53676591472070000000,1,2
8179,15,81,1-15-2017-081-02,2,2,13,,,,,,,,,,,,,,,,,1,3,11.53676591472070000000,1,2
8179,15,81,1-15-2017-081-02,2,2,21,,,,,,,,,,,,,,,,,2,1,11.53676591472070000000,1,2
8179,15,81,1-15-2017-081-02,2,2,22,,,,,,,,,,,,,,,,,2,2,11.53676591472070000000,1,2
8179,15,81,1-15-2017-081-02,2,2,23,,,,,,,,,,,,,,,,,2,3,11.53676591472070000000,1,2
8180,15,82,1-15-2017-082-04,4,2,11,1,1,5,1,1,3,2,1,1,4,4,1,4,2,0,0,1,1,376.35875875857200000000,1,2
8180,15,82,1-15-2017-082-04,4,2,13,,,,,,,,,,,,,,,,,1,3,376.35875875857200000000,1,2
8180,15,82,1-15-2017-082-04,4,2,21,,,,,,,,,,,,,,,,,2,1,376.35875875857200000000,1,2
8180,15,82,1-15-2017-082-04,4,2,22,,,,,,,,,,,,,,,,,2,2,376.35875875857200000000,1,2
8180,15,82,1-15-2017-082-04,4,2,23,,,,,,,,,,,,,,,,,2,3,376.35875875857200000000,1,2
8224,15,83,1-15-2017-083-03,3,1,11,1,1,6,1,1,3,2,1,1,4,4,1,4,1,0,0,1,1,451.34284302826000000000,1,2
8224,15,83,1-15-2017-083-03,3,1,13,,,,,,,,,,,,,,,,,1,3,451.34284302826000000000,1,2
8224,15,83,1-15-2017-083-03,3,1,21,,,,,,,,,,,,,,,,,2,1,451.34284302826000000000,1,2
8224,15,83,1-15-2017-083-03,3,1,22,,,,,,,,,,,,,,,,,2,2,451.34284302826000000000,1,2
8224,15,83,1-15-2017-083-03,3,1,23,,,,,,,,,,,,,,,,,2,3,451.34284302826000000000,1,2
8225,15,84,1-15-2017-084-07,7,1,11,99,9,9,99,9,99,9,9,1,,,,,,,,1,1,1639.92927469392000000000,1,2
8280,15,85,1-15-2017-085-03,3,2,11,2,1,4,1,1,3,2,1,1,4,4,1,1,1,0,0,1,1,225.61669606715800000000,1,2
8280,15,85,1-15-2017-085-03,3,2,13,,,,,,,,,,,,,,,,,1,3,225.61669606715800000000,1,2
8280,15,85,1-15-2017-085-03,3,2,21,,,,,,,,,,,,,,,,,2,1,225.61669606715800000000,1,2
8280,15,85,1-15-2017-085-03,3,2,22,,,,,,,,,,,,,,,,,2,2,225.61669606715800000000,1,2
8280,15,85,1-15-2017-085-03,3,2,23,,,,,,,,,,,,,,,,,2,3,225.61669606715800000000,1,2
8281,15,86,1-15-2017-086-03,3,1,11,1,1,9,1,1,99,9,9,1,9,99,9,9,9,9,0,1,1,225.61669606715800000000,1,2
8281,15,86,1-15-2017-086-03,3,1,13,1,1,9,1,1,99,9,9,1,9,99,9,9,9,9,0,1,3,225.61669606715800000000,1,2
8281,15,86,1-15-2017-086-03,3,1,21,,,,,,,,,,,,,,,,,2,1,225.61669606715800000000,1,2
8281,15,86,1-15-2017-086-03,3,1,22,,,,,,,,,,,,,,,,,2,2,225.61669606715800000000,1,2
8281,15,86,1-15-2017-086-03,3,1,23,,,,,,,,,,,,,,,,,2,3,225.61669606715800000000,1,2
8281,15,86,1-15-2017-086-03,3,2,11,99,9,9,99,9,99,9,9,1,,,,,,,,1,1,225.61669606715800000000,1,2
8282,15,87,1-15-2017-087-06,6,1,11,1,1,3,1,1,3,2,1,1,4,4,1,1,1,0,0,1,1,437.58458419727100000000,1,2
8282,15,87,1-15-2017-087-06,6,1,13,,,,,,,,,,,,,,,,,1,3,437.58458419727100000000,1,2
8282,15,87,1-15-2017-087-06,6,1,21,,,,,,,,,,,,,,,,,2,1,437.58458419727100000000,1,2
8282,15,87,1-15-2017-087-06,6,1,23,,,,,,,,,,,,,,,,,2,3,437.58458419727100000000,1,2
8282,15,87,1-15-2017-087-06,6,2,11,1,1,5,1,1,3,2,1,1,4,99,1,4,1,0,0,1,1,437.58458419727100000000,1,2
8282,15,87,1-15-2017-087-06,6,2,13,1,1,3,1,1,3,2,1,1,4,99,1,2,1,0,0,1,3,437.58458419727100000000,1,2
8282,15,87,1-15-2017-087-06,6,2,21,,,,,,,,,,,,,,,,,2,1,437.58458419727100000000,1,2
8282,15,87,1-15-2017-087-06,6,2,22,,,,,,,,,,,,,,,,,2,2,437.58458419727100000000,1,2
8282,15,87,1-15-2017-087-06,6,2,23,4,1,1,1,2,2,2,1,1,4,99,1,1,0,0,0,2,3,437.58458419727100000000,1,2
8381,15,90,1-15-2017-090-03,3,1,11,99,9,9,99,9,99,9,9,1,,,,,,,,1,1,208.77720683711500000000,1,2
8381,15,90,1-15-2017-090-03,3,2,11,1,1,6,1,1,3,2,1,1,4,4,1,2,1,0,0,1,1,208.77720683711500000000,1,2
8381,15,90,1-15-2017-090-03,3,2,13,,,,,,,,,,,,,,,,,1,3,208.77720683711500000000,1,2
8381,15,90,1-15-2017-090-03,3,2,21,,,,,,,,,,,,,,,,,2,1,208.77720683711500000000,1,2
8381,15,90,1-15-2017-090-03,3,2,22,,,,,,,,,,,,,,,,,2,2,208.77720683711500000000,1,2
8381,15,90,1-15-2017-090-03,3,2,23,,,,,,,,,,,,,,,,,2,3,208.77720683711500000000,1,2
8382,15,91,1-15-2017-091-03,3,1,11,99,9,9,99,9,99,9,9,1,,,,,,,,1,1,208.77720682825800000000,1,2
8444,15,92,1-15-2017-092-03,3,1,11,1,1,6,1,1,3,2,1,1,4,4,1,2,2,0,0,1,1,430.80073115992800000000,1,2
8444,15,92,1-15-2017-092-03,3,1,13,1,1,5,1,1,3,2,1,1,4,4,1,4,2,0,0,1,3,430.80073115992800000000,1,2
8444,15,92,1-15-2017-092-03,3,1,21,5,1,1,1,2,3,2,1,1,4,14,1,1,0,0,0,2,1,430.80073115992800000000,1,2
8444,15,92,1-15-2017-092-03,3,1,22,,,,,,,,,,,,,,,,,2,2,430.80073115992800000000,1,2
8444,15,92,1-15-2017-092-03,3,1,23,5,1,1,1,2,3,2,1,1,4,14,1,1,0,0,0,2,3,430.80073115992800000000,1,2
8444,15,92,1-15-2017-092-03,3,2,11,99,9,9,99,9,99,9,9,1,,,,,,,,1,1,430.80073115992800000000,1,2
8448,15,95,1-15-2017-095-09,9,1,11,99,9,9,99,9,99,9,9,1,,,,,,,,1,1,2485.44786628367000000000,1,2
8449,15,96,1-15-2017-096-02,2,1,11,99,9,9,99,9,99,9,9,1,,,,,,,,1,1,33.57529385300520000000,1,2
8449,15,96,1-15-2017-096-02,2,3,11,1,1,6,1,1,3,2,1,1,4,4,1,2,1,0,0,1,1,33.57529385300520000000,1,2
8449,15,96,1-15-2017-096-02,2,3,13,,,,,,,,,,,,,,,,,1,3,33.57529385300520000000,1,2
8449,15,96,1-15-2017-096-02,2,3,21,,,,,,,,,,,,,,,,,2,1,33.57529385300520000000,1,2
8449,15,96,1-15-2017-096-02,2,3,22,,,,,,,,,,,,,,,,,2,2,33.57529385300520000000,1,2
8449,15,96,1-15-2017-096-02,2,3,23,,,,,,,,,,,,,,,,,2,3,33.57529385300520000000,1,2
8522,15,98,1-15-2017-098-02,2,1,11,1,1,5,1,1,3,2,1,1,4,4,1,2,2,0,0,1,1,17.34590739210340000000,1,2
8522,15,98,1-15-2017-098-02,2,1,13,,,,,,,,,,,,,,,,,1,3,17.34590739210340000000,1,2
8522,15,98,1-15-2017-098-02,2,1,21,,,,,,,,,,,,,,,,,2,1,17.34590739210340000000,1,2
8522,15,98,1-15-2017-098-02,2,1,22,,,,,,,,,,,,,,,,,2,2,17.34590739210340000000,1,2
8522,15,98,1-15-2017-098-02,2,1,23,,,,,,,,,,,,,,,,,2,3,17.34590739210340000000,1,2
8525,15,99,1-15-2017-099-03,3,1,11,99,9,9,99,9,3,9,1,1,9,99,9,9,9,9,0,1,1,222.56334136243700000000,1,2
8525,15,99,1-15-2017-099-03,3,1,13,,,,,,,,,,,,,,,,,1,3,222.56334136243700000000,1,2
8525,15,99,1-15-2017-099-03,3,1,21,,,,,,,,,,,,,,,,,2,1,222.56334136243700000000,1,2
8525,15,99,1-15-2017-099-03,3,1,22,,,,,,,,,,,,,,,,,2,2,222.56334136243700000000,1,2
8525,15,99,1-15-2017-099-03,3,1,23,,,,,,,,,,,,,,,,,2,3,222.56334136243700000000,1,2
8525,15,99,1-15-2017-099-03,3,2,11,1,1,9,99,1,3,9,1,1,9,99,9,9,9,9,0,1,1,222.56334136243700000000,1,2
8525,15,99,1-15-2017-099-03,3,2,13,,,,,,,,,,,,,,,,,1,3,222.56334136243700000000,1,2
8525,15,99,1-15-2017-099-03,3,2,21,5,1,1,1,1,3,9,1,1,9,99,9,9,9,9,0,2,1,222.56334136243700000000,1,2
8525,15,99,1-15-2017-099-03,3,2,22,,,,,,,,,,,,,,,,,2,2,222.56334136243700000000,1,2
8525,15,99,1-15-2017-099-03,3,2,23,,,,,,,,,,,,,,,,,2,3,222.56334136243700000000,1,2
8585,15,100,1-15-2017-100-03,3,2,11,99,9,9,99,9,99,9,9,1,,,,,,,,1,1,816.35412097630800000000,1,2
8586,15,101,1-15-2017-101-02,2,1,11,1,1,4,1,1,3,2,1,1,4,4,1,4,1,0,0,1,1,63.62414804291770000000,1,2
8586,15,101,1-15-2017-101-02,2,1,13,,,,,,,,,,,,,,,,,1,3,63.62414804291770000000,1,2
8586,15,101,1-15-2017-101-02,2,1,21,5,1,1,1,1,2,2,1,1,4,4,1,1,0,0,0,2,1,63.62414804291770000000,1,2
8586,15,101,1-15-2017-101-02,2,1,22,,,,,,,,,,,,,,,,,2,2,63.62414804291770000000,1,2
8586,15,101,1-15-2017-101-02,2,1,23,5,1,1,1,1,2,2,1,1,4,4,1,1,0,0,0,2,3,63.62414804291770000000,1,2
8586,15,101,1-15-2017-101-02,2,2,11,1,1,4,1,1,3,2,1,1,9,99,9,9,9,9,0,1,1,63.62414804291770000000,1,2
8586,15,101,1-15-2017-101-02,2,2,13,,,,,,,,,,,,,,,,,1,3,63.62414804291770000000,1,2
8586,15,101,1-15-2017-101-02,2,2,21,,,,,,,,,,,,,,,,,2,1,63.62414804291770000000,1,2
8586,15,101,1-15-2017-101-02,2,2,22,,,,,,,,,,,,,,,,,2,2,63.62414804291770000000,1,2
8586,15,101,1-15-2017-101-02,2,2,23,,,,,,,,,,,,,,,,,2,3,63.62414804291770000000,1,2
8587,15,102,1-15-2017-102-05,5,2,11,1,1,5,1,1,3,2,1,1,4,4,1,2,2,0,0,1,1,139.12018182921500000000,1,2
8587,15,102,1-15-2017-102-05,5,2,13,,,,,,,,,,,,,,,,,1,3,139.12018182921500000000,1,2
8587,15,102,1-15-2017-102-05,5,2,21,,,,,,,,,,,,,,,,,2,1,139.12018182921500000000,1,2
8587,15,102,1-15-2017-102-05,5,2,22,,,,,,,,,,,,,,,,,2,2,139.12018182921500000000,1,2
8587,15,102,1-15-2017-102-05,5,2,23,,,,,,,,,,,,,,,,,2,3,139.12018182921500000000,1,2
8644,15,104,1-15-2017-104-07,7,2,11,99,9,9,99,9,99,9,9,1,4,99,9,9,9,9,0,1,1,1017.79855543732000000000,1,2
8644,15,104,1-15-2017-104-07,7,2,13,,,,,,,,,,,,,,,,,1,3,1017.79855543732000000000,1,2
8644,15,104,1-15-2017-104-07,7,2,21,,,,,,,,,,,,,,,,,2,1,1017.79855543732000000000,1,2
8644,15,104,1-15-2017-104-07,7,2,22,,,,,,,,,,,,,,,,,2,2,1017.79855543732000000000,1,2
8644,15,104,1-15-2017-104-07,7,2,23,,,,,,,,,,,,,,,,,2,3,1017.79855543732000000000,1,2
8645,15,105,1-15-2017-105-09,9,1,11,99,9,9,99,9,99,9,9,1,,,,,,,,1,1,1616.11216002422000000000,1,2
8772,15,106,1-15-2017-106-05,5,1,11,1,1,5,1,1,3,9,1,1,4,99,9,5,5,9,0,1,1,138.68264293513800000000,1,2
8772,15,106,1-15-2017-106-05,5,1,13,,,,,,,,,,,,,,,,,1,3,138.68264293513800000000,1,2
8772,15,106,1-15-2017-106-05,5,1,21,,,,,,,,,,,,,,,,,2,1,138.68264293513800000000,1,2
8772,15,106,1-15-2017-106-05,5,1,22,,,,,,,,,,,,,,,,,2,2,138.68264293513800000000,1,2
8772,15,106,1-15-2017-106-05,5,1,23,,,,,,,,,,,,,,,,,2,3,138.68264293513800000000,1,2
8772,15,106,1-15-2017-106-05,5,2,11,1,1,9,1,1,3,9,1,1,4,99,9,5,5,9,0,1,1,138.68264293513800000000,1,2
8772,15,106,1-15-2017-106-05,5,2,13,1,1,9,1,1,3,9,1,1,4,99,9,5,5,9,0,1,3,138.68264293513800000000,1,2
8772,15,106,1-15-2017-106-05,5,2,21,,,,,,,,,,,,,,,,,2,1,138.68264293513800000000,1,2
8772,15,106,1-15-2017-106-05,5,2,22,,,,,,,,,,,,,,,,,2,2,138.68264293513800000000,1,2
8772,15,106,1-15-2017-106-05,5,2,23,,,,,,,,,,,,,,,,,2,3,138.68264293513800000000,1,2
8773,15,107,1-15-2017-107-03,3,1,11,1,1,5,1,1,3,2,1,1,4,4,1,2,1,0,0,1,1,813.78665224624900000000,1,2
8773,15,107,1-15-2017-107-03,3,1,13,,,,,,,,,,,,,,,,,1,3,813.78665224624900000000,1,2
8773,15,107,1-15-2017-107-03,3,1,21,,,,,,,,,,,,,,,,,2,1,813.78665224624900000000,1,2
8773,15,107,1-15-2017-107-03,3,1,22,,,,,,,,,,,,,,,,,2,2,813.78665224624900000000,1,2
8773,15,107,1-15-2017-107-03,3,1,23,,,,,,,,,,,,,,,,,2,3,813.78665224624900000000,1,2
8820,15,108,1-15-2017-108-06,6,2,11,99,9,9,99,1,99,9,9,1,,,,,,,,1,1,1685.83729673499000000000,1,2
8821,15,109,1-15-2017-109-02,2,1,11,99,9,9,99,9,3,2,1,1,9,99,9,9,9,9,0,1,1,67.74359964512890000000,1,2
8821,15,109,1-15-2017-109-02,2,1,13,,,,,,,,,,,,,,,,,1,3,67.74359964512890000000,1,2
8821,15,109,1-15-2017-109-02,2,1,21,,,,,,,,,,,,,,,,,2,1,67.74359964512890000000,1,2
8821,15,109,1-15-2017-109-02,2,1,22,,,,,,,,,,,,,,,,,2,2,67.74359964512890000000,1,2
8821,15,109,1-15-2017-109-02,2,1,23,,,,,,,,,,,,,,,,,2,3,67.74359964512890000000,1,2
8900,15,111,1-15-2017-111-04,4,1,11,99,9,9,99,9,99,9,9,1,,,,,,,,1,1,1259.18360163318000000000,1,2
8979,15,115,1-15-2017-115-04,4,1,11,99,9,9,99,9,99,9,9,1,,,,,,,,1,1,660.95598803325400000000,1,2
8980,15,116,1-15-2017-116-02,2,1,11,99,9,9,99,9,99,9,9,1,,,,,,,,1,1,16.28172991277250000000,1,2
8981,15,117,1-15-2017-117-07,7,1,11,1,1,6,1,1,3,2,1,1,4,4,1,3,1,0,0,1,1,759.05931469325800000000,1,2
8981,15,117,1-15-2017-117-07,7,1,12,,,,,,,,,,,,,,,,,1,2,759.05931469325800000000,1,2
8981,15,117,1-15-2017-117-07,7,1,13,1,1,6,1,1,3,2,1,1,4,4,1,2,1,0,0,1,3,759.05931469325800000000,1,2
8981,15,117,1-15-2017-117-07,7,1,21,,,,,,,,,,,,,,,,,2,1,759.05931469325800000000,1,2
8981,15,117,1-15-2017-117-07,7,1,22,,,,,,,,,,,,,,,,,2,2,759.05931469325800000000,1,2
8981,15,117,1-15-2017-117-07,7,1,23,,,,,,,,,,,,,,,,,2,3,759.05931469325800000000,1,2
9054,15,119,1-15-2017-119-03,3,1,11,99,9,9,99,9,99,9,9,1,,,,,,,,1,1,563.54989101698000000000,1,2
9054,15,119,1-15-2017-119-03,3,2,11,99,9,9,99,9,99,9,9,1,,,,,,,,1,1,563.54989101698000000000,1,2
6062,16,1,1-16-2017-001-10,10,1,11,1,1,3,1,1,3,2,1,1,4,0,0,4,0,0,0,1,1,96.07347975806180000000,5,2
6062,16,1,1-16-2017-001-10,10,1,13,,,,,,,,,,,,,,,,,1,3,96.07347975806180000000,5,2
6062,16,1,1-16-2017-001-10,10,1,21,,,,,,,,,,,,,,,,,2,1,96.07347975806180000000,5,2
6062,16,1,1-16-2017-001-10,10,1,22,,,,,,,,,,,,,,,,,2,2,96.07347975806180000000,5,2
6062,16,1,1-16-2017-001-10,10,1,23,,,,,,,,,,,,,,,,,2,3,96.07347975806180000000,5,2
6103,16,2,1-16-2017-002-03,3,2,11,1,1,5,1,1,3,2,1,1,4,0,1,4,0,0,0,1,1,299.33367263326100000000,5,2
