CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,BAGNO,SEATLOC,CASEWGT,PSUSTRAT,VERSION
6251,13,6,1-13-2017-006-03,3,1,4,13,803.97047188463400000000,7,2
6251,13,6,1-13-2017-006-03,3,1,5,13,803.97047188463400000000,7,2
6251,13,6,1-13-2017-006-03,3,1,6,13,803.97047188463400000000,7,2
6251,13,6,1-13-2017-006-03,3,1,3,21,803.97047188463400000000,7,2
6251,13,6,1-13-2017-006-03,3,1,6,23,803.97047188463400000000,7,2
6252,13,7,1-13-2017-007-02,2,2,1,11,62.50188682578690000000,7,2
6252,13,7,1-13-2017-007-02,2,2,2,11,62.50188682578690000000,7,2
6252,13,7,1-13-2017-007-02,2,2,3,11,62.50188682578690000000,7,2
6252,13,7,1-13-2017-007-02,2,2,4,13,62.50188682578690000000,7,2
6252,13,7,1-13-2017-007-02,2,2,5,13,62.50188682578690000000,7,2
6252,13,7,1-13-2017-007-02,2,2,6,13,62.50188682578690000000,7,2
6252,13,7,1-13-2017-007-02,2,2,3,21,62.50188682578690000000,7,2
6252,13,7,1-13-2017-007-02,2,2,6,23,62.50188682578690000000,7,2
6253,13,8,1-13-2017-008-01,1,1,1,11,188.95571273465500000000,7,2
6253,13,8,1-13-2017-008-01,1,1,3,11,188.95571273465500000000,7,2
6253,13,8,1-13-2017-008-01,1,1,2,13,188.95571273465500000000,7,2
6253,13,8,1-13-2017-008-01,1,1,4,13,188.95571273465500000000,7,2
6315,13,9,1-13-2017-009-04,4,2,1,11,4954.12389489274000000000,7,2
6315,13,9,1-13-2017-009-04,4,2,2,11,4954.12389489274000000000,7,2
6315,13,9,1-13-2017-009-04,4,2,3,13,4954.12389489274000000000,7,2
6315,13,9,1-13-2017-009-04,4,2,4,13,4954.12389489274000000000,7,2
6316,13,10,1-13-2017-010-01,1,1,1,11,333.15253105404000000000,7,2
6316,13,10,1-13-2017-010-01,1,1,2,11,333.15253105404000000000,7,2
6316,13,10,1-13-2017-010-01,1,1,3,13,333.15253105404000000000,7,2
6316,13,10,1-13-2017-010-01,1,1,4,13,333.15253105404000000000,7,2
6316,13,10,1-13-2017-010-01,1,1,2,21,333.15253105404000000000,7,2
6316,13,10,1-13-2017-010-01,1,1,4,23,333.15253105404000000000,7,2
6316,13,10,1-13-2017-010-01,1,2,1,11,333.15253105404000000000,7,2
6316,13,10,1-13-2017-010-01,1,2,3,11,333.15253105404000000000,7,2
6316,13,10,1-13-2017-010-01,1,2,5,11,333.15253105404000000000,7,2
6316,13,10,1-13-2017-010-01,1,2,2,13,333.15253105404000000000,7,2
6316,13,10,1-13-2017-010-01,1,2,4,13,333.15253105404000000000,7,2
6316,13,10,1-13-2017-010-01,1,2,6,13,333.15253105404000000000,7,2
6316,13,10,1-13-2017-010-01,1,2,5,21,333.15253105404000000000,7,2
6316,13,10,1-13-2017-010-01,1,2,6,23,333.15253105404000000000,7,2
6370,13,11,1-13-2017-011-08,8,1,1,11,1502.31800595479000000000,7,2
6370,13,11,1-13-2017-011-08,8,1,2,11,1502.31800595479000000000,7,2
6370,13,11,1-13-2017-011-08,8,1,3,13,1502.31800595479000000000,7,2
6370,13,11,1-13-2017-011-08,8,1,4,13,1502.31800595479000000000,7,2
6370,13,11,1-13-2017-011-08,8,1,2,21,1502.31800595479000000000,7,2
6370,13,11,1-13-2017-011-08,8,1,4,23,1502.31800595479000000000,7,2
6408,13,12,1-13-2017-012-03,3,2,1,11,1539.21955305570000000000,7,2
6408,13,12,1-13-2017-012-03,3,2,3,11,1539.21955305570000000000,7,2
6408,13,12,1-13-2017-012-03,3,2,5,11,1539.21955305570000000000,7,2
6408,13,12,1-13-2017-012-03,3,2,2,13,1539.21955305570000000000,7,2
6408,13,12,1-13-2017-012-03,3,2,4,13,1539.21955305570000000000,7,2
6408,13,12,1-13-2017-012-03,3,2,6,13,1539.21955305570000000000,7,2
6408,13,12,1-13-2017-012-03,3,2,7,13,1539.21955305570000000000,7,2
6408,13,12,1-13-2017-012-03,3,2,5,21,1539.21955305570000000000,7,2
6408,13,12,1-13-2017-012-03,3,2,6,23,1539.21955305570000000000,7,2
6408,13,12,1-13-2017-012-03,3,2,5,31,1539.21955305570000000000,7,2
6408,13,12,1-13-2017-012-03,3,2,6,33,1539.21955305570000000000,7,2
6409,13,13,1-13-2017-013-05,5,1,1,11,262.30835201285800000000,7,2
6409,13,13,1-13-2017-013-05,5,1,2,11,262.30835201285800000000,7,2
6409,13,13,1-13-2017-013-05,5,1,3,11,262.30835201285800000000,7,2
6409,13,13,1-13-2017-013-05,5,1,4,11,262.30835201285800000000,7,2
6409,13,13,1-13-2017-013-05,5,1,5,13,262.30835201285800000000,7,2
6409,13,13,1-13-2017-013-05,5,1,6,13,262.30835201285800000000,7,2
6409,13,13,1-13-2017-013-05,5,1,7,13,262.30835201285800000000,7,2
6409,13,13,1-13-2017-013-05,5,1,8,13,262.30835201285800000000,7,2
6409,13,13,1-13-2017-013-05,5,1,3,21,262.30835201285800000000,7,2
6409,13,13,1-13-2017-013-05,5,1,6,23,262.30835201285800000000,7,2
6409,13,13,1-13-2017-013-05,5,3,1,11,262.30835201285800000000,7,2
6409,13,13,1-13-2017-013-05,5,3,2,11,262.30835201285800000000,7,2
6409,13,13,1-13-2017-013-05,5,3,5,11,262.30835201285800000000,7,2
6409,13,13,1-13-2017-013-05,5,3,3,13,262.30835201285800000000,7,2
6409,13,13,1-13-2017-013-05,5,3,4,13,262.30835201285800000000,7,2
6409,13,13,1-13-2017-013-05,5,3,6,13,262.30835201285800000000,7,2
6409,13,13,1-13-2017-013-05,5,3,2,21,262.30835201285800000000,7,2
6409,13,13,1-13-2017-013-05,5,3,4,23,262.30835201285800000000,7,2
6444,13,14,1-13-2017-014-02,2,1,1,11,138.18107266463300000000,7,2
6444,13,14,1-13-2017-014-02,2,1,2,13,138.18107266463300000000,7,2
6444,13,14,1-13-2017-014-02,2,2,1,11,138.18107266463300000000,7,2
6444,13,14,1-13-2017-014-02,2,2,2,11,138.18107266463300000000,7,2
6444,13,14,1-13-2017-014-02,2,2,6,11,138.18107266463300000000,7,2
6444,13,14,1-13-2017-014-02,2,2,3,13,138.18107266463300000000,7,2
6444,13,14,1-13-2017-014-02,2,2,4,13,138.18107266463300000000,7,2
6444,13,14,1-13-2017-014-02,2,2,5,13,138.18107266463300000000,7,2
6444,13,14,1-13-2017-014-02,2,2,6,21,138.18107266463300000000,7,2
6444,13,14,1-13-2017-014-02,2,2,5,23,138.18107266463300000000,7,2
6445,13,15,1-13-2017-015-03,3,1,1,11,1777.44237550816000000000,7,2
6445,13,15,1-13-2017-015-03,3,1,2,11,1777.44237550816000000000,7,2
6445,13,15,1-13-2017-015-03,3,1,3,11,1777.44237550816000000000,7,2
6445,13,15,1-13-2017-015-03,3,1,4,11,1777.44237550816000000000,7,2
6445,13,15,1-13-2017-015-03,3,1,5,13,1777.44237550816000000000,7,2
6445,13,15,1-13-2017-015-03,3,1,6,13,1777.44237550816000000000,7,2
6445,13,15,1-13-2017-015-03,3,1,7,13,1777.44237550816000000000,7,2
6445,13,15,1-13-2017-015-03,3,1,8,13,1777.44237550816000000000,7,2
6445,13,15,1-13-2017-015-03,3,1,4,21,1777.44237550816000000000,7,2
6445,13,15,1-13-2017-015-03,3,1,8,23,1777.44237550816000000000,7,2
6493,13,16,1-13-2017-016-04,4,1,1,11,2740.02107410605000000000,7,2
6493,13,16,1-13-2017-016-04,4,1,3,11,2740.02107410605000000000,7,2
6493,13,16,1-13-2017-016-04,4,1,5,11,2740.02107410605000000000,7,2
6493,13,16,1-13-2017-016-04,4,1,2,13,2740.02107410605000000000,7,2
6493,13,16,1-13-2017-016-04,4,1,4,13,2740.02107410605000000000,7,2
6493,13,16,1-13-2017-016-04,4,1,6,13,2740.02107410605000000000,7,2
6493,13,16,1-13-2017-016-04,4,1,3,21,2740.02107410605000000000,7,2
6493,13,16,1-13-2017-016-04,4,1,4,23,2740.02107410605000000000,7,2
6493,13,16,1-13-2017-016-04,4,2,1,11,2740.02107410605000000000,7,2
6493,13,16,1-13-2017-016-04,4,2,3,11,2740.02107410605000000000,7,2
6493,13,16,1-13-2017-016-04,4,2,5,11,2740.02107410605000000000,7,2
6493,13,16,1-13-2017-016-04,4,2,2,13,2740.02107410605000000000,7,2
6493,13,16,1-13-2017-016-04,4,2,4,13,2740.02107410605000000000,7,2
6493,13,16,1-13-2017-016-04,4,2,6,13,2740.02107410605000000000,7,2
6493,13,16,1-13-2017-016-04,4,2,5,21,2740.02107410605000000000,7,2
6493,13,16,1-13-2017-016-04,4,2,6,23,2740.02107410605000000000,7,2
6513,13,18,1-13-2017-018-03,3,2,1,11,783.98946810617300000000,7,2
6513,13,18,1-13-2017-018-03,3,2,2,11,783.98946810617300000000,7,2
6513,13,18,1-13-2017-018-03,3,2,3,11,783.98946810617300000000,7,2
6513,13,18,1-13-2017-018-03,3,2,4,13,783.98946810617300000000,7,2
6513,13,18,1-13-2017-018-03,3,2,5,13,783.98946810617300000000,7,2
6513,13,18,1-13-2017-018-03,3,2,6,13,783.98946810617300000000,7,2
6513,13,18,1-13-2017-018-03,3,2,2,21,783.98946810617300000000,7,2
6513,13,18,1-13-2017-018-03,3,2,5,23,783.98946810617300000000,7,2
6540,13,19,1-13-2017-019-04,4,1,1,11,12110.59043255430000000000,7,2
6540,13,19,1-13-2017-019-04,4,1,3,11,12110.59043255430000000000,7,2
6540,13,19,1-13-2017-019-04,4,1,4,11,12110.59043255430000000000,7,2
6540,13,19,1-13-2017-019-04,4,1,2,13,12110.59043255430000000000,7,2
6540,13,19,1-13-2017-019-04,4,1,5,13,12110.59043255430000000000,7,2
6540,13,19,1-13-2017-019-04,4,1,6,13,12110.59043255430000000000,7,2
6540,13,19,1-13-2017-019-04,4,1,4,21,12110.59043255430000000000,7,2
6540,13,19,1-13-2017-019-04,4,1,6,23,12110.59043255430000000000,7,2
6590,13,20,1-13-2017-020-02,2,2,1,11,154.19440424693100000000,7,2
6590,13,20,1-13-2017-020-02,2,2,2,11,154.19440424693100000000,7,2
6590,13,20,1-13-2017-020-02,2,2,3,11,154.19440424693100000000,7,2
6590,13,20,1-13-2017-020-02,2,2,4,11,154.19440424693100000000,7,2
6590,13,20,1-13-2017-020-02,2,2,5,13,154.19440424693100000000,7,2
6590,13,20,1-13-2017-020-02,2,2,6,13,154.19440424693100000000,7,2
6590,13,20,1-13-2017-020-02,2,2,7,13,154.19440424693100000000,7,2
6590,13,20,1-13-2017-020-02,2,2,3,21,154.19440424693100000000,7,2
6590,13,20,1-13-2017-020-02,2,2,7,23,154.19440424693100000000,7,2
6591,13,21,1-13-2017-021-02,2,1,1,11,154.19440424639500000000,7,2
6591,13,21,1-13-2017-021-02,2,1,2,11,154.19440424639500000000,7,2
6591,13,21,1-13-2017-021-02,2,1,3,11,154.19440424639500000000,7,2
6591,13,21,1-13-2017-021-02,2,1,4,13,154.19440424639500000000,7,2
6591,13,21,1-13-2017-021-02,2,1,5,13,154.19440424639500000000,7,2
6591,13,21,1-13-2017-021-02,2,1,6,13,154.19440424639500000000,7,2
6591,13,21,1-13-2017-021-02,2,1,3,21,154.19440424639500000000,7,2
6591,13,21,1-13-2017-021-02,2,1,6,23,154.19440424639500000000,7,2
6591,13,21,1-13-2017-021-02,2,2,1,11,154.19440424639500000000,7,2
6591,13,21,1-13-2017-021-02,2,2,2,11,154.19440424639500000000,7,2
6591,13,21,1-13-2017-021-02,2,2,3,11,154.19440424639500000000,7,2
6591,13,21,1-13-2017-021-02,2,2,4,11,154.19440424639500000000,7,2
6591,13,21,1-13-2017-021-02,2,2,5,13,154.19440424639500000000,7,2
6591,13,21,1-13-2017-021-02,2,2,6,13,154.19440424639500000000,7,2
6591,13,21,1-13-2017-021-02,2,2,7,13,154.19440424639500000000,7,2
6591,13,21,1-13-2017-021-02,2,2,8,13,154.19440424639500000000,7,2
6591,13,21,1-13-2017-021-02,2,2,3,21,154.19440424639500000000,7,2
6591,13,21,1-13-2017-021-02,2,2,6,23,154.19440424639500000000,7,2
6591,13,21,1-13-2017-021-02,2,3,1,11,154.19440424639500000000,7,2
6591,13,21,1-13-2017-021-02,2,3,2,11,154.19440424639500000000,7,2
6591,13,21,1-13-2017-021-02,2,3,3,11,154.19440424639500000000,7,2
6591,13,21,1-13-2017-021-02,2,3,4,13,154.19440424639500000000,7,2
6591,13,21,1-13-2017-021-02,2,3,5,13,154.19440424639500000000,7,2
6591,13,21,1-13-2017-021-02,2,3,6,13,154.19440424639500000000,7,2
6591,13,21,1-13-2017-021-02,2,3,3,21,154.19440424639500000000,7,2
6591,13,21,1-13-2017-021-02,2,3,6,23,154.19440424639500000000,7,2
6645,13,22,1-13-2017-022-06,6,1,1,11,2455.12215097887000000000,7,2
6645,13,22,1-13-2017-022-06,6,1,3,11,2455.12215097887000000000,7,2
6645,13,22,1-13-2017-022-06,6,1,4,11,2455.12215097887000000000,7,2
6645,13,22,1-13-2017-022-06,6,1,2,13,2455.12215097887000000000,7,2
6645,13,22,1-13-2017-022-06,6,1,5,13,2455.12215097887000000000,7,2
6645,13,22,1-13-2017-022-06,6,1,6,13,2455.12215097887000000000,7,2
6645,13,22,1-13-2017-022-06,6,1,3,21,2455.12215097887000000000,7,2
6645,13,22,1-13-2017-022-06,6,1,5,23,2455.12215097887000000000,7,2
6646,13,23,1-13-2017-023-03,3,1,1,11,1265.85023364405000000000,7,2
6646,13,23,1-13-2017-023-03,3,1,2,11,1265.85023364405000000000,7,2
6646,13,23,1-13-2017-023-03,3,1,6,11,1265.85023364405000000000,7,2
6646,13,23,1-13-2017-023-03,3,1,3,13,1265.85023364405000000000,7,2
6646,13,23,1-13-2017-023-03,3,1,4,13,1265.85023364405000000000,7,2
6646,13,23,1-13-2017-023-03,3,1,5,13,1265.85023364405000000000,7,2
6646,13,23,1-13-2017-023-03,3,1,7,13,1265.85023364405000000000,7,2
6646,13,23,1-13-2017-023-03,3,1,6,21,1265.85023364405000000000,7,2
6646,13,23,1-13-2017-023-03,3,1,7,23,1265.85023364405000000000,7,2
6646,13,23,1-13-2017-023-03,3,1,6,31,1265.85023364405000000000,7,2
6646,13,23,1-13-2017-023-03,3,1,7,33,1265.85023364405000000000,7,2
6646,13,23,1-13-2017-023-03,3,2,1,11,1265.85023364405000000000,7,2
6646,13,23,1-13-2017-023-03,3,2,2,11,1265.85023364405000000000,7,2
6646,13,23,1-13-2017-023-03,3,2,3,13,1265.85023364405000000000,7,2
6646,13,23,1-13-2017-023-03,3,2,4,13,1265.85023364405000000000,7,2
6646,13,23,1-13-2017-023-03,3,2,2,21,1265.85023364405000000000,7,2
6646,13,23,1-13-2017-023-03,3,2,4,23,1265.85023364405000000000,7,2
6682,13,24,1-13-2017-024-03,3,1,1,11,1287.69584822980000000000,7,2
6682,13,24,1-13-2017-024-03,3,1,2,13,1287.69584822980000000000,7,2
6682,13,24,1-13-2017-024-03,3,2,1,11,1287.69584822980000000000,7,2
6682,13,24,1-13-2017-024-03,3,2,2,11,1287.69584822980000000000,7,2
6682,13,24,1-13-2017-024-03,3,2,5,11,1287.69584822980000000000,7,2
6682,13,24,1-13-2017-024-03,3,2,3,13,1287.69584822980000000000,7,2
6682,13,24,1-13-2017-024-03,3,2,4,13,1287.69584822980000000000,7,2
6682,13,24,1-13-2017-024-03,3,2,6,13,1287.69584822980000000000,7,2
6682,13,24,1-13-2017-024-03,3,2,5,21,1287.69584822980000000000,7,2
6682,13,24,1-13-2017-024-03,3,2,6,23,1287.69584822980000000000,7,2
6683,13,25,1-13-2017-025-04,4,1,1,11,4500.46066267450000000000,7,2
6683,13,25,1-13-2017-025-04,4,1,3,11,4500.46066267450000000000,7,2
6683,13,25,1-13-2017-025-04,4,1,5,11,4500.46066267450000000000,7,2
6683,13,25,1-13-2017-025-04,4,1,2,13,4500.46066267450000000000,7,2
6683,13,25,1-13-2017-025-04,4,1,4,13,4500.46066267450000000000,7,2
6683,13,25,1-13-2017-025-04,4,1,3,21,4500.46066267450000000000,7,2
6683,13,25,1-13-2017-025-04,4,1,4,23,4500.46066267450000000000,7,2
6683,13,25,1-13-2017-025-04,4,2,1,11,4500.46066267450000000000,7,2
6683,13,25,1-13-2017-025-04,4,2,3,11,4500.46066267450000000000,7,2
6683,13,25,1-13-2017-025-04,4,2,5,11,4500.46066267450000000000,7,2
6683,13,25,1-13-2017-025-04,4,2,7,11,4500.46066267450000000000,7,2
6683,13,25,1-13-2017-025-04,4,2,2,13,4500.46066267450000000000,7,2
6683,13,25,1-13-2017-025-04,4,2,4,13,4500.46066267450000000000,7,2
6683,13,25,1-13-2017-025-04,4,2,6,13,4500.46066267450000000000,7,2
6683,13,25,1-13-2017-025-04,4,2,5,21,4500.46066267450000000000,7,2
6683,13,25,1-13-2017-025-04,4,2,6,23,4500.46066267450000000000,7,2
6722,13,26,1-13-2017-026-05,5,1,1,11,236.36125573012700000000,7,2
6722,13,26,1-13-2017-026-05,5,1,2,11,236.36125573012700000000,7,2
6722,13,26,1-13-2017-026-05,5,1,5,11,236.36125573012700000000,7,2
6722,13,26,1-13-2017-026-05,5,1,3,13,236.36125573012700000000,7,2
6722,13,26,1-13-2017-026-05,5,1,4,13,236.36125573012700000000,7,2
6722,13,26,1-13-2017-026-05,5,1,6,13,236.36125573012700000000,7,2
6722,13,26,1-13-2017-026-05,5,1,5,21,236.36125573012700000000,7,2
6722,13,26,1-13-2017-026-05,5,1,6,23,236.36125573012700000000,7,2
6723,13,27,1-13-2017-027-08,8,1,1,11,1145.11784943843000000000,7,2
6723,13,27,1-13-2017-027-08,8,1,2,13,1145.11784943843000000000,7,2
6757,13,28,1-13-2017-028-04,4,2,1,11,4712.18190865343000000000,7,2
6757,13,28,1-13-2017-028-04,4,2,3,11,4712.18190865343000000000,7,2
6757,13,28,1-13-2017-028-04,4,2,5,11,4712.18190865343000000000,7,2
6757,13,28,1-13-2017-028-04,4,2,2,13,4712.18190865343000000000,7,2
6757,13,28,1-13-2017-028-04,4,2,4,13,4712.18190865343000000000,7,2
6757,13,28,1-13-2017-028-04,4,2,6,13,4712.18190865343000000000,7,2
6757,13,28,1-13-2017-028-04,4,2,3,21,4712.18190865343000000000,7,2
6757,13,28,1-13-2017-028-04,4,2,4,23,4712.18190865343000000000,7,2
6758,13,29,1-13-2017-029-06,6,1,1,11,2614.98469636895000000000,7,2
6758,13,29,1-13-2017-029-06,6,1,2,11,2614.98469636895000000000,7,2
6758,13,29,1-13-2017-029-06,6,1,5,11,2614.98469636895000000000,7,2
6758,13,29,1-13-2017-029-06,6,1,3,13,2614.98469636895000000000,7,2
6758,13,29,1-13-2017-029-06,6,1,4,13,2614.98469636895000000000,7,2
6758,13,29,1-13-2017-029-06,6,1,6,13,2614.98469636895000000000,7,2
6758,13,29,1-13-2017-029-06,6,1,5,21,2614.98469636895000000000,7,2
6758,13,29,1-13-2017-029-06,6,1,6,23,2614.98469636895000000000,7,2
6787,13,30,1-13-2017-030-02,2,1,1,11,91.07054217554070000000,7,2
6787,13,30,1-13-2017-030-02,2,1,2,11,91.07054217554070000000,7,2
6787,13,30,1-13-2017-030-02,2,1,3,11,91.07054217554070000000,7,2
6787,13,30,1-13-2017-030-02,2,1,4,13,91.07054217554070000000,7,2
6787,13,30,1-13-2017-030-02,2,1,5,13,91.07054217554070000000,7,2
6787,13,30,1-13-2017-030-02,2,1,6,13,91.07054217554070000000,7,2
6787,13,30,1-13-2017-030-02,2,1,3,21,91.07054217554070000000,7,2
6787,13,30,1-13-2017-030-02,2,1,6,23,91.07054217554070000000,7,2
6787,13,30,1-13-2017-030-02,2,2,1,11,91.07054217554070000000,7,2
6787,13,30,1-13-2017-030-02,2,2,2,11,91.07054217554070000000,7,2
6787,13,30,1-13-2017-030-02,2,2,3,11,91.07054217554070000000,7,2
6787,13,30,1-13-2017-030-02,2,2,4,13,91.07054217554070000000,7,2
6787,13,30,1-13-2017-030-02,2,2,5,13,91.07054217554070000000,7,2
6787,13,30,1-13-2017-030-02,2,2,6,13,91.07054217554070000000,7,2
6787,13,30,1-13-2017-030-02,2,2,3,21,91.07054217554070000000,7,2
6787,13,30,1-13-2017-030-02,2,2,6,23,91.07054217554070000000,7,2
6787,13,30,1-13-2017-030-02,2,3,1,11,91.07054217554070000000,7,2
6787,13,30,1-13-2017-030-02,2,3,2,11,91.07054217554070000000,7,2
6787,13,30,1-13-2017-030-02,2,3,3,11,91.07054217554070000000,7,2
6787,13,30,1-13-2017-030-02,2,3,4,13,91.07054217554070000000,7,2
6787,13,30,1-13-2017-030-02,2,3,5,13,91.07054217554070000000,7,2
6787,13,30,1-13-2017-030-02,2,3,6,13,91.07054217554070000000,7,2
6787,13,30,1-13-2017-030-02,2,3,3,21,91.07054217554070000000,7,2
6787,13,30,1-13-2017-030-02,2,3,6,23,91.07054217554070000000,7,2
6788,13,31,1-13-2017-031-07,7,1,1,11,4245.73701337969000000000,7,2
6788,13,31,1-13-2017-031-07,7,1,2,13,4245.73701337969000000000,7,2
6835,13,33,1-13-2017-033-02,2,1,1,11,65.39425729483340000000,7,2
6835,13,33,1-13-2017-033-02,2,1,2,11,65.39425729483340000000,7,2
6835,13,33,1-13-2017-033-02,2,1,3,11,65.39425729483340000000,7,2
6835,13,33,1-13-2017-033-02,2,1,8,11,65.39425729483340000000,7,2
6835,13,33,1-13-2017-033-02,2,1,4,13,65.39425729483340000000,7,2
6835,13,33,1-13-2017-033-02,2,1,5,13,65.39425729483340000000,7,2
6835,13,33,1-13-2017-033-02,2,1,6,13,65.39425729483340000000,7,2
6835,13,33,1-13-2017-033-02,2,1,7,13,65.39425729483340000000,7,2
6835,13,33,1-13-2017-033-02,2,1,8,21,65.39425729483340000000,7,2
6835,13,33,1-13-2017-033-02,2,1,7,23,65.39425729483340000000,7,2
6835,13,33,1-13-2017-033-02,2,2,1,11,65.39425729483340000000,7,2
6835,13,33,1-13-2017-033-02,2,2,2,11,65.39425729483340000000,7,2
6835,13,33,1-13-2017-033-02,2,2,3,11,65.39425729483340000000,7,2
6835,13,33,1-13-2017-033-02,2,2,4,13,65.39425729483340000000,7,2
6835,13,33,1-13-2017-033-02,2,2,5,13,65.39425729483340000000,7,2
6835,13,33,1-13-2017-033-02,2,2,6,13,65.39425729483340000000,7,2
6835,13,33,1-13-2017-033-02,2,2,3,21,65.39425729483340000000,7,2
6835,13,33,1-13-2017-033-02,2,2,6,23,65.39425729483340000000,7,2
6849,13,34,1-13-2017-034-09,9,1,1,11,4840.88145206512000000000,7,2
6849,13,34,1-13-2017-034-09,9,1,2,13,4840.88145206512000000000,7,2
6849,13,34,1-13-2017-034-09,9,2,1,11,4840.88145206512000000000,7,2
6849,13,34,1-13-2017-034-09,9,2,2,13,4840.88145206512000000000,7,2
6881,13,35,1-13-2017-035-05,5,1,1,11,208.58473111814500000000,7,2
6881,13,35,1-13-2017-035-05,5,1,2,13,208.58473111814500000000,7,2
6882,13,36,1-13-2017-036-03,3,1,1,11,1223.97054512083000000000,7,2
6882,13,36,1-13-2017-036-03,3,1,2,11,1223.97054512083000000000,7,2
6882,13,36,1-13-2017-036-03,3,1,3,11,1223.97054512083000000000,7,2
6882,13,36,1-13-2017-036-03,3,1,4,11,1223.97054512083000000000,7,2
6882,13,36,1-13-2017-036-03,3,1,5,13,1223.97054512083000000000,7,2
6882,13,36,1-13-2017-036-03,3,1,6,13,1223.97054512083000000000,7,2
6882,13,36,1-13-2017-036-03,3,1,7,13,1223.97054512083000000000,7,2
6882,13,36,1-13-2017-036-03,3,1,4,21,1223.97054512083000000000,7,2
6882,13,36,1-13-2017-036-03,3,1,7,23,1223.97054512083000000000,7,2
6882,13,36,1-13-2017-036-03,3,2,1,11,1223.97054512083000000000,7,2
6882,13,36,1-13-2017-036-03,3,2,2,11,1223.97054512083000000000,7,2
6882,13,36,1-13-2017-036-03,3,2,5,11,1223.97054512083000000000,7,2
6882,13,36,1-13-2017-036-03,3,2,3,13,1223.97054512083000000000,7,2
6882,13,36,1-13-2017-036-03,3,2,4,13,1223.97054512083000000000,7,2
6882,13,36,1-13-2017-036-03,3,2,6,13,1223.97054512083000000000,7,2
6882,13,36,1-13-2017-036-03,3,2,5,21,1223.97054512083000000000,7,2
6882,13,36,1-13-2017-036-03,3,2,6,23,1223.97054512083000000000,7,2
6906,13,37,1-13-2017-037-03,3,1,1,11,1994.16895971702000000000,7,2
6906,13,37,1-13-2017-037-03,3,1,2,11,1994.16895971702000000000,7,2
6906,13,37,1-13-2017-037-03,3,1,5,11,1994.16895971702000000000,7,2
6906,13,37,1-13-2017-037-03,3,1,3,13,1994.16895971702000000000,7,2
6906,13,37,1-13-2017-037-03,3,1,4,13,1994.16895971702000000000,7,2
6906,13,37,1-13-2017-037-03,3,1,6,13,1994.16895971702000000000,7,2
6906,13,37,1-13-2017-037-03,3,1,5,21,1994.16895971702000000000,7,2
6906,13,37,1-13-2017-037-03,3,1,6,23,1994.16895971702000000000,7,2
6906,13,37,1-13-2017-037-03,3,2,1,11,1994.16895971702000000000,7,2
6906,13,37,1-13-2017-037-03,3,2,2,11,1994.16895971702000000000,7,2
6906,13,37,1-13-2017-037-03,3,2,3,11,1994.16895971702000000000,7,2
6906,13,37,1-13-2017-037-03,3,2,4,13,1994.16895971702000000000,7,2
6906,13,37,1-13-2017-037-03,3,2,5,13,1994.16895971702000000000,7,2
6906,13,37,1-13-2017-037-03,3,2,6,13,1994.16895971702000000000,7,2
6906,13,37,1-13-2017-037-03,3,2,3,21,1994.16895971702000000000,7,2
6906,13,37,1-13-2017-037-03,3,2,6,23,1994.16895971702000000000,7,2
6906,13,37,1-13-2017-037-03,3,2,3,31,1994.16895971702000000000,7,2
6906,13,37,1-13-2017-037-03,3,2,6,33,1994.16895971702000000000,7,2
6907,13,38,1-13-2017-038-03,3,1,1,11,1994.16895971702000000000,7,2
6907,13,38,1-13-2017-038-03,3,1,2,11,1994.16895971702000000000,7,2
6907,13,38,1-13-2017-038-03,3,1,3,11,1994.16895971702000000000,7,2
6907,13,38,1-13-2017-038-03,3,1,4,13,1994.16895971702000000000,7,2
6907,13,38,1-13-2017-038-03,3,1,5,13,1994.16895971702000000000,7,2
6907,13,38,1-13-2017-038-03,3,1,6,13,1994.16895971702000000000,7,2
6907,13,38,1-13-2017-038-03,3,1,3,21,1994.16895971702000000000,7,2
6907,13,38,1-13-2017-038-03,3,1,6,23,1994.16895971702000000000,7,2
6957,13,39,1-13-2017-039-02,2,2,1,11,140.15566461981000000000,7,2
6957,13,39,1-13-2017-039-02,2,2,3,11,140.15566461981000000000,7,2
6957,13,39,1-13-2017-039-02,2,2,5,11,140.15566461981000000000,7,2
6957,13,39,1-13-2017-039-02,2,2,7,11,140.15566461981000000000,7,2
6957,13,39,1-13-2017-039-02,2,2,2,13,140.15566461981000000000,7,2
6957,13,39,1-13-2017-039-02,2,2,4,13,140.15566461981000000000,7,2
6957,13,39,1-13-2017-039-02,2,2,6,13,140.15566461981000000000,7,2
6957,13,39,1-13-2017-039-02,2,2,8,13,140.15566461981000000000,7,2
6957,13,39,1-13-2017-039-02,2,2,7,21,140.15566461981000000000,7,2
6957,13,39,1-13-2017-039-02,2,2,9,21,140.15566461981000000000,7,2
6957,13,39,1-13-2017-039-02,2,2,8,23,140.15566461981000000000,7,2
6957,13,39,1-13-2017-039-02,2,2,10,23,140.15566461981000000000,7,2
6957,13,39,1-13-2017-039-02,2,3,1,11,140.15566461981000000000,7,2
6957,13,39,1-13-2017-039-02,2,3,2,11,140.15566461981000000000,7,2
6957,13,39,1-13-2017-039-02,2,3,3,11,140.15566461981000000000,7,2
6957,13,39,1-13-2017-039-02,2,3,4,13,140.15566461981000000000,7,2
